cluster,rank,chunk_id,leader,speech_id,similarity_to_centroid,passage
7,5,macron2023_c007,macron,macron2023,0.5598501563072205,"Et nous avons continué cette année de créer des emplois, tout en réduisant encore plus rapidement nos émissions de gaz à effet de serre, conformément à nos engagements. Ceci prouve que vous êtes au rendez-vous de la mobilisation.  Grâce à ce réarmement économique, nous continuons d’être en mesure de financer notre modèle social, de nous protéger contre les crises ou l’inflation mais aussi d’invest"
7,6,trump1_c010,trump,trump1,0.5456570386886597,"Another administration would have taken 3, 4, 5, maybe even up to 10 years to develop a vaccine. We did in nine months.  We grieve for every life lost, and we pledge in their memory to wipe out this horrible pandemic once and for all.  When the virus took its brutal toll on the world’s economy, we launched the fastest economic recovery our country has ever seen. We passed nearly $4 trillion in eco"
7,7,merkel1_c010,merkel,merkel1,0.5349583625793457,"Noch nie hatten so viele Menschen Arbeit wie heute. Unsere Unternehmen stehen überwiegend gut da. Unser wirtschaftlicher Erfolg gibt uns die Möglichkeit, unser Sozialsystem zu stärken und all denen zu helfen, die Hilfe brauchen. Ab morgen treten zum Beispiel wichtige Verbesserungen in der Pflege in Kraft.  Mut machen mir auch der Enthusiasmus und Erfindungsgeist, mit dem in deutschen Unternehmen u"
7,8,erdogan2022_c009,erdogan,erdogan2022,0.5321542024612427,"Ancak bu süreçte Türkiye’yi, gelişmiş ülkeler başta olmak üzere dünyadan ayıran en önemli özellik, istihdamdan ve üretimden taviz vermeyen ekonomi modeli olmuştur.  Evet, bu ülkede bir hayat pahalılığı yaşanmıştır.  Ama vicdan sahibi herkes kabul edecektir ki, aynı zamanda bu ülke tarihinin en yüksek istihdam oranına, en yüksek üretim gücüne, en yüksek ihracat rakamına da aynı dönemde ulaşmıştır."
7,9,macron2024_c017,macron,macron2024,0.5268531441688538,"Cela suppose une France qui continue d’être attractive, qui travaille et innove plus, qui continue de créer des emplois et qui assure sa croissance en tenant ses finances. J’y veillerai.  Depuis sept ans, nous avons réussi à résister aux pires crises, tout en baissant le chômage, tout en réindustrialisant et en attirant les inventions du monde entier."
7,10,macron2023_c006,macron,macron2023,0.5173971056938171,"En 2023, nous avons agi, agi au service de l’objectif de réindustrialisation et de plein-emploi, dont les premiers résultats sont là. Les retraites, l’assurance chômage, la relance de nos industries vertes, l’accélération de France 2030, la refondation du lycée professionnel, la réforme de Pôle emploi et du revenu de solidarité active, la réforme du marché européen de l’électricité : toutes ces gr"
8,1,macron2022_c024,macron,macron2022,0.6158136129379272,"C’est par notre travail et notre engagement que nous bâtirons une société plus juste. Société plus juste c’est d’abord une société où l’égalité entre les femmes et les hommes est effective, et là aussi, ce qui est la grande cause de mes deux quinquennats, continuera d’alimenter le travail du Gouvernement et de nourrir l’action chaque jour. Mais une société plus juste, elle l’est aussi sur le plan "
8,2,macron2022_c022,macron,macron2022,0.5854499340057373,"C’est par notre travail, notre engagement que nous devons refonder nos grands services publics pour qu’ils assurent pleinement notre idéal d’égalité. Avec le Conseil National de la Refondation, nous avons entrepris de renouer le contrat entre les générations et œuvrer à mieux accompagner nos aînés en situation de dépendance."
8,3,macron2022_c015,macron,macron2022,0.5004602670669556,"Mais c’est cela qui nous permettra d’équilibrer le financement de notre retraite, dans notre pays, et c’est une chance, où l’on vit plus longtemps, d’améliorer la retraite minimale pour toutes celles et ceux qui ont travaillé pour avoir leurs trimestres, et de transmettre à nos enfants un modèle social juste et solide, parce qu’il sera crédible et financé dans la durée."
8,4,macron2022_c025,macron,macron2022,0.47106102108955383,"En réindustrialisant plus vite et plus fort notre pays, pour offrir de nouveaux emplois et des carrières d’avenir. Car la principale injustice de notre pays demeure le déterminisme familial, la trop faible mobilité sociale. Et la réponse se trouve dans l’école, dans l’orientation, dans notre enseignement supérieur, dans notre politique d’innovation et dans notre industrialisation."
8,5,merkel3_c008,merkel,merkel3,0.45655637979507446,"Um Arbeitsplätze, Wohlstand und unsere Lebensgrundlagen zu sichern, geht die Bundesregierung konsequent die nächsten Schritte beim Strukturwandel von traditionellen zu neuen Technologien und setzt ihre Strategie für den digitalen Fortschritt um.  Mit unserer Arbeit für gleichwertige Lebensverhältnisse wollen wir erreichen, dass jede und jeder einen guten Zugang zu Bildung, Wohnraum und Gesundheits"
8,6,trump1_c019,trump,trump1,0.45550113916397095,"This, I hope, will be our greatest legacy: Together, we put the American people back in charge of our country. We restored self-government. We restored the idea that in America no one is forgotten, because everyone matters and everyone has a voice. We fought for the principle that every citizen is entitled to equal dignity, equal treatment, and equal rights because we are all made equal by God. Ev"
8,7,macron2024_c012,macron,macron2024,0.4373188018798828,"Nous pouvons rendre la vie meilleure en nous mettant d’accord sur quelques sujets simples : faciliter la vie de tous ceux qui travaillent dur, améliorer la sécurité au quotidien, juger plus vite et permettre à chaque famille d’avoir accès à la meilleure instruction pour ses enfants, à la santé et aux services publics de base. A nous de le faire donc."
8,8,macron2022_c026,macron,macron2022,0.4336707890033722,"Et parce que la confiance dans la vitalité de notre vie démocratique s’est, elle aussi, émoussée, nous aurons nous le savons dans les mois qui viennent beaucoup à faire. Je poserai dans toutes prochaines semaines mois les premiers jalons d’un Service National Universel. Nous aurons à lancer les aménagements nécessaires à nos institutions et à notre vie publique et citoyenne. Et avec l’Assemblée na"
8,9,macron2023_c012,macron,macron2023,0.40258723497390747,"Nous serons déterminés, aussi, à rendre notre République plus forte en luttant contre la délinquance, en nous attaquant plus fermement aux discriminations, en permettant des progrès concrets pour l’égalité entre les femmes et les hommes, pour la petite enfance, pour nos compatriotes en situation de handicap. Déterminés, nous le serons à agir pour amplifier notre réarmement industriel, technologiqu"
8,10,trump1_c017,trump,trump1,0.40096423029899597,"Above all, we have reasserted the sacred idea that, in America, the government answers to the people. Our guiding light, our North Star, our unwavering conviction has been that we are here to serve the noble everyday citizens of America. Our allegiance is not to the special interests, corporations, or global entities; it’s to our children, our citizens, and to our nation itself."
